         146821799 function calls (146743265 primitive calls) in 2787.572 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6120    0.029    0.000   73.515    0.012 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:31(init_attributes_by_xmlnode)
     4561    0.028    0.000    0.038    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:938(<genexpr>)
    68372    0.028    0.000    0.064    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.027    0.027 1603.813 1603.813 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\investment_model_pt2.py:76(runACOPF)
   217740    0.027    0.000    0.027    0.000 {built-in method builtins.issubclass}
     2400    0.027    0.000    2.423    0.001 C:\ANACONDA3\lib\zipfile.py:997(_read1)
     6120    0.026    0.000   72.647    0.012 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:17(__init__)
    15000    0.026    0.000    0.040    0.000 {method 'decode' of 'bytes' objects}
    66886    0.025    0.000    0.025    0.000 {built-in method __new__ of type object at 0x00007FFF1114CC90}
       32    0.025    0.001    0.180    0.006 C:\ANACONDA3\lib\json\__init__.py:120(dump)
    69420    0.024    0.000    0.192    0.000 C:\ANACONDA3\lib\encodings\cp1252.py:18(encode)
     2400    0.024    0.000    4.125    0.002 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:110(get_bytes)
    11850    0.024    0.000    0.047    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\text.py:41(plaintext)
     2400    0.024    0.000    0.118    0.000 C:\ANACONDA3\lib\zipfile.py:1478(open)
        3    0.024    0.008    0.024    0.008 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:152(clear)
     2400    0.023    0.000    0.026    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:47(find)
     4560    0.023    0.000    0.029    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:429(flexPdn_rule)
      480    0.023    0.000    0.023    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:16(__init__)
     4561    0.023    0.000    0.030    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\investment_model_pt2.py:51(<genexpr>)
     7200    0.023    0.000    0.099    0.000 C:\ANACONDA3\lib\zipfile.py:757(read)
     3135    0.023    0.000    0.027    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:414(genQMin_rule)
      304    0.022    0.000    0.022    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:839(<listcomp>)
   118717    0.022    0.000    0.022    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\pyomoobject.py:27(is_variable_type)
     8785    0.022    0.000    0.022    0.000 {built-in method builtins.min}
